filename,link_text,url,format,effective,rule_number,source_page,source_page_url,rate_class
Appendix_H_CM_Cert_Adult_MHTCM.pdf,Case Manager Certification Adult Mental Health Targeted Case Management,https://ahca.myflorida.com/content/download/6981/file/Appendix_H_CM_Cert_Adult_MHTCM.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Appendix_I_Children_Cert_MHTCM.pdf,Children’s Certification Children’s Mental Health Targeted Case Management,https://ahca.myflorida.com/content/download/6982/file/Appendix_I_Children_Cert_MHTCM.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Appendix_J_Adult_Cert_MHTCM.pdf,Adult Certification Adult Mental Health Targeted Case Management,https://ahca.myflorida.com/content/download/6983/file/Appendix_J_Adult_Cert_MHTCM.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Appendix_K_Adult_Cert_Int_CM_Adult_MHTCM.pdf,Adult Certification Intensive Case Management Team Services Adult Mental Health Targeted Case Management,https://ahca.myflorida.com/content/download/6984/file/Appendix_K_Adult_Cert_Int_CM_Adult_MHTCM.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Appendix_L_Med_30-day_Cert_MHTCM.pdf,Medicaid 30-Day Certification For Children’s Or Adult Mental Health Targeted Case Management,https://ahca.myflorida.com/content/download/6985/file/Appendix_L_Med_30-day_Cert_MHTCM.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
consent-for-sterilization-english-2025.pdf,Sterilization Consent Form: English - PDF,https://opa.hhs.gov/sites/default/files/2025-07/consent-for-sterilization-english-2025.pdf,pdf,2025,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
consent-for-sterilization-spanish-2025.pdf,Sterilization Consent Form: Spanish (Español)&nbsp;- PDF,https://opa.hhs.gov/sites/default/files/2025-07/consent-for-sterilization-spanish-2025.pdf,pdf,2025,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Consent-for-Voluntary-Suspension-of-Authorized-Ser.pdf,Agency for Health Care Administration Consent for Voluntary Suspension of Authorized Services for Florida Medicaid State Plan Recipients,https://ahca.myflorida.com/content/download/5919/file/Consent-for-Voluntary-Suspension-of-Authorized-Ser.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
DME_Wheelchair_Evaluation_ver1.0.pdf,Custom Wheelchair Evaluation,https://ahca.myflorida.com/content/download/6986/file/DME_Wheelchair_Evaluation_ver1.0.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
EIS_019_Request_Exceed_Medicaid_Limitations.pdf,Early Intervention Services Request To Exceed Medicaid Limitations,https://ahca.myflorida.com/content/download/6987/file/EIS_019_Request_Exceed_Medicaid_Limitations.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Medical_Cert_for_Long_Term_Care_5000_3008.pdf,Medical Certification for Medicaid Long-term Care Services and Patient Transfer,https://ahca.myflorida.com/content/download/6989/file/Medical_Cert_for_Long_Term_Care_5000_3008.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Medical_Cert_for_Long_Term_Care_5000_3008_June_2016_Instructions.pdf,Medical Certification for Medicaid Long-term Care Services and Patient Transfer Instructions,https://ahca.myflorida.com/content/download/6990/file/Medical_Cert_for_Long_Term_Care_5000_3008_June_2016_Instructions.pdf,pdf,2016,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Medicare_Part_C-Medicaid_CMS-1500_Crossover_Invoice.pdf,Medicare Part C-Medicaid CMS-1500 Crossover Invoice,https://ahca.myflorida.com/content/download/6991/file/Medicare_Part_C-Medicaid_CMS-1500_Crossover_Invoice.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Medicare_Part_C-Medicaid_UB-04_Crossover_Invoice.pdf,Medicare Part C-Medicaid UB-04 Crossover Invoice,https://ahca.myflorida.com/content/download/6992/file/Medicare_Part_C-Medicaid_UB-04_Crossover_Invoice.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PAC_Case_Management_Agency_Transfer_Request.pdf,PAC Case Management Agency Transfer Request,https://ahca.myflorida.com/content/download/6993/file/PAC_Case_Management_Agency_Transfer_Request.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PAC_Physician_Referral_and_Request_for_Level_of_Care_Determination.pdf,PAC Physician Referral and Request for Level of Care Determination – CARES Form 67,https://ahca.myflorida.com/content/download/6994/file/PAC_Physician_Referral_and_Request_for_Level_of_Care_Determination.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PAC_Service_Authorization_)Form.pdf,PAC Service Authorization Form,https://ahca.myflorida.com/content/download/6995/file/PAC_Service_Authorization_%29Form.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PAC_Waiver_Case_Management_and_Comprehensive_Needs_Assessment_Protocol.pdf,PAC Waiver Case Management and Comprehensive Needs Assessment Protocol,https://ahca.myflorida.com/content/download/6996/file/PAC_Waiver_Case_Management_and_Comprehensive_Needs_Assessment_Protocol.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PAC_Waiver_Enrollment_Application.pdf,PAC Waiver Enrollment Application,https://ahca.myflorida.com/content/download/6997/file/PAC_Waiver_Enrollment_Application.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PAC_Waiver_Level_of_Need_Assessment_Case_Mangement_Tool.pdf,PAC Waiver Level of Need Assessment Case Management Tool,https://ahca.myflorida.com/content/download/6998/file/PAC_Waiver_Level_of_Need_Assessment_Case_Mangement_Tool.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PAC_Waiver_Plan_of_Care_Summary.pdf,PAC Waiver Plan of Care Summary,https://ahca.myflorida.com/content/download/6999/file/PAC_Waiver_Plan_of_Care_Summary.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Pharmacy_Miscellaneous_Form.pdf,Pharmacy Miscellaneous Form,https://ahca.myflorida.com/content/download/7001/file/Pharmacy_Miscellaneous_Form.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
PHC_Initial_Care_Management_Assessment.pdf,PHC Initial Care Management Assessment,https://ahca.myflorida.com/content/download/7000/file/PHC_Initial_Care_Management_Assessment.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Preadmission_Screen_and_Resident_Review_(PASRR)_Level_I_Form.pdf,Preadmission Screen and Resident Review (PASRR) Level I Form,https://ahca.myflorida.com/content/download/7002/file/Preadmission_Screen_and_Resident_Review_%28PASRR%29_Level_I_Form.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Preadmission_Screen_and_Resident_Review_(PASRR)_Resident_Review_Evaluation_Request_Form.pdf,Preadmission Screen and Resident Review (PASRR) Resident Review – Evaluation Request Form,https://ahca.myflorida.com/content/download/7003/file/Preadmission_Screen_and_Resident_Review_%28PASRR%29_Resident_Review_Evaluation_Request_Form.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Provider_Inquiry_Form_0302.pdf,Provider Inquiry Form,https://ahca.myflorida.com/content/download/7004/file/Provider_Inquiry_Form_0302.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Request_for_Multi-Source_Brand_Drug.pdf,Request for Multi-Source Brand Drug,https://ahca.myflorida.com/content/download/7005/file/Request_for_Multi-Source_Brand_Drug.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
Request_for_Plan_of_Care_Expenditure_Exception.pdf,Request for Plan of Care Expenditure Exception,https://ahca.myflorida.com/content/download/7006/file/Request_for_Plan_of_Care_Expenditure_Exception.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule
59G- 4.026 Gastrointestinal Services Coverage Policy.dox (1).pdf,Gastrointestinal Services,https://ahca.myflorida.com/content/download/27063/file/59G-%204.026%20Gastrointestinal%20Services%20Coverage%20Policy.dox%20%281%29.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-13.070_DD_iBudget_Waiver_Services_2023rev.pdf,Developmental Disabilities Individual Budgeting Waiver Services,https://ahca.myflorida.com/content/download/5933/file/59G-13.070_DD_iBudget_Waiver_Services_2023rev.pdf,pdf,,59G-13.070,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-13.075_HCBS_Settings.pdf,Home and Community Based Services Settings,https://ahca.myflorida.com/content/download/5934/file/59G-13.075_HCBS_Settings.pdf,pdf,,59G-13.075,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-13.088.pdf,Consumer-Directed Care Plus Program,https://ahca.myflorida.com/content/download/27081/file/59G-13.088.pdf,pdf,,59G-13.088,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.013_Allergy_Services_Coverage_Policy.pdf,Allergy Services,https://ahca.myflorida.com/content/download/27058/file/59G-4.013_Allergy_Services_Coverage_Policy.pdf,pdf,,59G-4.013,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.015_Emergency_Transportation_Coverage_Policy_Adoption.pdf,Emergency Transportation Services,https://ahca.myflorida.com/content/download/7037/file/59G-4.015_Emergency_Transportation_Coverage_Policy_Adoption.pdf,pdf,,59G-4.015,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.020_Ambulatory_Surgical_Centers.pdf,Ambulatory Surgical Center Services,https://ahca.myflorida.com/content/download/5935/file/59G-4.020_Ambulatory_Surgical_Centers.pdf,pdf,,59G-4.020,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.022 Anesthesia Services Coverage Policy (1).pdf,Anesthesia Services,https://ahca.myflorida.com/content/download/27059/file/59G-4.022%20Anesthesia%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.022,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.025_Assistive_Care_Services.pdf,Assistive Care Services,https://ahca.myflorida.com/content/download/5936/file/59G-4.025_Assistive_Care_Services.pdf,pdf,,59G-4.025,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.027 Behavioral Health Overlay Services Coverage and Limitations Handbook_Adoption.pdf,Behavioral Health Overlay Services,https://ahca.myflorida.com/content/download/27060/file/59G-4.027%20Behavioral%20Health%20Overlay%20Services%20Coverage%20and%20Limitations%20Handbook_Adoption.pdf,pdf,,59G-4.027,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.028.pdf,Behavioral Health Assessment Services,https://ahca.myflorida.com/content/download/5937/file/59G-4.028.pdf,pdf,,59G-4.028,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.029.pdf,Behavioral Health Medication Management Services,https://ahca.myflorida.com/content/download/5938/file/59G-4.029.pdf,pdf,,59G-4.029,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.030 Reproductive Services Coverage Policy (1).pdf,Reproductive Services,https://ahca.myflorida.com/content/download/27073/file/59G-4.030%20Reproductive%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.030,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.031.pdf,Behavioral Health Community Support Services,https://ahca.myflorida.com/content/download/5939/file/59G-4.031.pdf,pdf,,59G-4.031,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.032 Integumentary Services Coverage Policy (1).pdf,Integumentary Services,https://ahca.myflorida.com/content/download/27066/file/59G-4.032%20Integumentary%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.032,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.033 Cardiovascular Services Coverage Policy (1).pdf,Cardiovascular Services,https://ahca.myflorida.com/content/download/27061/file/59G-4.033%20Cardiovascular%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.033,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.040_ChiropracticServices.pdf,Chiropractic Services,https://ahca.myflorida.com/content/download/5940/file/59G-4.040_ChiropracticServices.pdf,pdf,,59G-4.040,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.052.pdf,Behavioral Health Therapy Services,https://ahca.myflorida.com/content/download/5942/file/59G-4.052.pdf,pdf,,59G-4.052,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.055_CHD_Clinic.pdf,County Health Department Clinic,https://ahca.myflorida.com/content/download/5943/file/59G-4.055_CHD_Clinic.pdf,pdf,,59G-4.055,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.058_CHD_CertifiedMatchProgram.pdf,Medicaid County Health Department Certified Match Program,https://ahca.myflorida.com/content/download/5944/file/59G-4.058_CHD_CertifiedMatchProgram.pdf,pdf,,59G-4.058,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.060_Dental_Coverage_Policy.pdf,Dental Services,https://ahca.myflorida.com/content/download/5945/file/59G-4.060_Dental_Coverage_Policy.pdf,pdf,,59G-4.060,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.072 Durable Medical  Equipment and Medical Supply Services Specialized.pdf,Durable Medical Equipment and Medical Supply Services: Specialized,https://ahca.myflorida.com/content/download/23763/file/59G-4.072%20Durable%20Medical%20%20Equipment%20and%20Medical%20Supply%20Services%20Specialized.pdf,pdf,,59G-4.072,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.073 Durable Medical Equipment and Medical Supply Services Orthotic and Prosthetic.pdf,Durable Medical Equipment and Medical Supply Services: Orthotic and Prosthetic,https://ahca.myflorida.com/content/download/23764/file/59G-4.073%20Durable%20Medical%20Equipment%20and%20Medical%20Supply%20Services%20Orthotic%20and%20Prosthetic.pdf,pdf,,59G-4.073,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.074 Durable Medical Equipment and Medical Supply Services Respiratory.pdf,Durable Medical Equipment and Medical Supply Services: Respiratory,https://ahca.myflorida.com/content/download/23765/file/59G-4.074%20Durable%20Medical%20Equipment%20and%20Medical%20Supply%20Services%20Respiratory.pdf,pdf,,59G-4.074,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.075 Durable Medical Equipment and Medical Supply Services Wheelchairs Hospital Beds and Ambulatory Aids.pdf,"Durable Medical Equipment and Medical Supply Services: Wheelchairs, Hospital Beds, and Ambulatory Aids",https://ahca.myflorida.com/content/download/23766/file/59G-4.075%20Durable%20Medical%20Equipment%20and%20Medical%20Supply%20Services%20Wheelchairs%20Hospital%20Beds%20and%20Ambulatory%20Aids.pdf,pdf,,59G-4.075,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.076 Durable Medical Equipment and Medical Supply Services Coverage Policy Continence Ostomy and Wound Care.pdf,"Durable Medical Equipment and Medical Supply Services: Continence, Ostomy, and Wound Care",https://ahca.myflorida.com/content/download/23767/file/59G-4.076%20Durable%20Medical%20Equipment%20and%20Medical%20Supply%20Services%20Coverage%20Policy%20Continence%20Ostomy%20and%20Wound%20Care.pdf,pdf,,59G-4.076,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.077 Durable Medical Equipment and Supply Services Coverage Policy Enteral and Parenteral Nutrition.pdf,Durable Medical Equipment and Medical Supply Services: Enteral and Parenteral Nutrition,https://ahca.myflorida.com/content/download/23768/file/59G-4.077%20Durable%20Medical%20Equipment%20and%20Supply%20Services%20Coverage%20Policy%20Enteral%20and%20Parenteral%20Nutrition.pdf,pdf,,59G-4.077,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.085_EIS_Coverage_Policy_9.22.2023.pdf,Early Intervention Services,https://ahca.myflorida.com/content/download/5946/file/59G-4.085_EIS_Coverage_Policy_9.22.2023.pdf,pdf,2023,59G-4.085,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.087 Evaluation and Management and Child Health Check Policy (1).pdf,Evaluation and Management Services,https://ahca.myflorida.com/content/download/27062/file/59G-4.087%20Evaluation%20and%20Management%20and%20Child%20Health%20Check%20Policy%20%281%29.pdf,pdf,,59G-4.087,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.100_FQHCs.pdf,Federally Qualified Health Center,https://ahca.myflorida.com/content/download/5947/file/59G-4.100_FQHCs.pdf,pdf,,59G-4.100,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.108 Genitourinary Services Coverage Policy (1).pdf,Genitourinary Services,https://ahca.myflorida.com/content/download/27064/file/59G-4.108%20Genitourinary%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.108,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.110 Hearing Services Coverage Policy (1).pdf,Hearing Services,https://ahca.myflorida.com/content/download/27065/file/59G-4.110%20Hearing%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.110,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.120 SIPP_Coverage_Policy_Adoption1 (1).pdf,Statewide Inpatient Psychiatric Program,https://ahca.myflorida.com/content/download/27074/file/59G-4.120%20SIPP_Coverage_Policy_Adoption1%20%281%29.pdf,pdf,,59G-4.120,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.127 Florida Assertive Community Treatment Services_December 2023.pdf,Florida Assertive Community Treatment Services,https://ahca.myflorida.com/content/download/23793/file/59G-4.127%20Florida%20Assertive%20Community%20Treatment%20Services_December%202023.pdf,pdf,2023,59G-4.127,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.130 Home Health Visit Services Coverage Policy_FINAL.pdf,Home Health Services,https://ahca.myflorida.com/content/download/7034/file/59G-4.130%20Home%20Health%20Visit%20Services%20Coverage%20Policy_FINAL.pdf,pdf,,59G-4.130,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.140_Hospice_Coverage_Policy.pdf,Hospice Services,https://ahca.myflorida.com/content/download/5949/file/59G-4.140_Hospice_Coverage_Policy.pdf,pdf,,59G-4.140,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.150 Inpatient Hospital Services Coverage Policy Final.pdf,Inpatient Hospital Services,https://ahca.myflorida.com/content/download/26471/file/59G-4.150%20Inpatient%20Hospital%20Services%20Coverage%20Policy%20Final.pdf,pdf,,59G-4.150,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.160_Outpatient_Coverage_Policy_2019.pdf,Outpatient Hospital Services,https://ahca.myflorida.com/content/download/5950/file/59G-4.160_Outpatient_Coverage_Policy_2019.pdf,pdf,2019,59G-4.160,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.170_ICF_Coverage_Policy_2022_Final.pdf,Intermediate Care Facility for Individuals with Intellectual Disabilities Services,https://ahca.myflorida.com/content/download/20781/file/59G-4.170_ICF_Coverage_Policy_2022_Final.pdf,pdf,2022,59G-4.170,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.180_ICS.pdf,Intermediate Care Services,https://ahca.myflorida.com/content/download/5951/file/59G-4.180_ICS.pdf,pdf,,59G-4.180,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.192_LTC_Program_Policy.pdf,Statewide Medicaid Managed Care Long-term Care Program,https://ahca.myflorida.com/content/download/5952/file/59G-4.192_LTC_Program_Policy.pdf,pdf,,59G-4.192,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.193_SMMC-LTC-Waiver_Prioritization_Enrollment.pdf,Statewide Medicaid Managed Care Long-term Care Waiver Program Prioritization and Enrollment,https://ahca.myflorida.com/content/download/5953/file/59G-4.193_SMMC-LTC-Waiver_Prioritization_Enrollment.pdf,pdf,,59G-4.193,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.197_MFC_Coverage_Policy.pdf,Medical Foster Care,https://ahca.myflorida.com/content/download/5954/file/59G-4.197_MFC_Coverage_Policy.pdf,pdf,,59G-4.197,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.200.pdf,Nursing Facility Services,https://ahca.myflorida.com/content/download/27067/file/59G-4.200.pdf,pdf,,59G-4.200,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.201_Neurology_Services.pdf,Neurology Services,https://ahca.myflorida.com/content/download/5955/file/59G-4.201_Neurology_Services.pdf,pdf,,59G-4.201,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.207 OMF_Surgery_Services_Coverage_Policy -Adoption (1).pdf,Oral and Maxillofacial Services,https://ahca.myflorida.com/content/download/27069/file/59G-4.207%20OMF_Surgery_Services_Coverage_Policy%20-Adoption%20%281%29.pdf,pdf,,59G-4.207,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.210 Visual Care Services Coverage Policy (1).pdf,Visual Care Services,https://ahca.myflorida.com/content/download/27077/file/59G-4.210%20Visual%20Care%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.210,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.211 Orthopedic Services Coverage Policy (1).pdf,Orthopedic Services,https://ahca.myflorida.com/content/download/27070/file/59G-4.211%20Orthopedic%20Services%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.211,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.215 Personal Care Services Coverage Policy_Final_10.8.24.pdf,Personal Care Services,https://ahca.myflorida.com/content/download/25561/file/59G-4.215%20Personal%20Care%20Services%20Coverage%20Policy_Final_10.8.24.pdf,pdf,,59G-4.215,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.220 Podiatry Coverage Policy (1).pdf,Podiatry Services,https://ahca.myflorida.com/content/download/27072/file/59G-4.220%20Podiatry%20Coverage%20Policy%20%281%29.pdf,pdf,,59G-4.220,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.222 Pain_Management_Services_Coverage_Policy (1).pdf,Pain Management Services,https://ahca.myflorida.com/content/download/27071/file/59G-4.222%20Pain_Management_Services_Coverage_Policy%20%281%29.pdf,pdf,,59G-4.222,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.235 Respiratory Therapy Services.pdf,Respiratory System Services,https://ahca.myflorida.com/content/download/27088/file/59G-4.235%20Respiratory%20Therapy%20Services.pdf,pdf,,59G-4.235,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.240_Radiology_and_Nuclear_Medicine_Coverage_Policy_2019.pdf,Radiology and Nuclear Medicine Services,https://ahca.myflorida.com/content/download/5956/file/59G-4.240_Radiology_and_Nuclear_Medicine_Coverage_Policy_2019.pdf,pdf,2019,59G-4.240,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.250_Prescribed_Drug_Coverage_Policy.pdf,Prescribed Drug Services,https://ahca.myflorida.com/content/download/5957/file/59G-4.250_Prescribed_Drug_Coverage_Policy.pdf,pdf,,59G-4.250,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
